Wall time,Step,Value
1574441877.0618272,93012,946.0482788085938
1574441877.0629828,93025,867.8750610351562
1574441877.0636692,93033,767.5037841796875
1574441877.064412,93041,1052.0784912109375
1574441877.06449,93042,1055.0887451171875
1574441877.0647426,93045,831.4429931640625
1574441877.0648706,93047,1019.1398315429688
1574441877.0649343,93048,1055.614501953125
1574441902.406968,94009,856.8214721679688
1574441902.4075105,94017,975.7890625
1574441902.4091408,94039,910.9910888671875
1574441902.4095297,94045,927.1961669921875
1574441902.4097247,94048,935.802490234375
1574441927.1525567,95002,879.6465454101562
1574441927.1532168,95015,965.976318359375
1574441927.153338,95017,941.5714721679688
1574441927.1533983,95018,874.8416137695312
1574441927.1538265,95025,848.7395629882812
1574441927.1550236,95043,821.164794921875
1574441951.6394088,96006,955.0381469726562
1574441951.6400905,96013,848.474853515625
1574441951.6403906,96018,757.6953735351562
1574441951.6404505,96019,960.0150146484375
1574441951.640803,96025,834.3070068359375
1574441951.641573,96038,1280.8306884765625
1574441951.6416907,96040,991.70361328125
1574441951.6420474,96046,993.6051635742188
1574441975.7760983,97019,872.4202270507812
1574441975.7764041,97024,1105.8961181640625
1574441975.7771864,97037,877.5343627929688
1574441975.7774267,97041,707.6083374023438
1574442000.9800525,98006,935.891845703125
1574442000.9807777,98014,898.022216796875
1574442000.9821496,98037,1080.7198486328125
1574442000.982326,98040,1033.1724853515625
1574442000.9823847,98041,951.962646484375
1574442000.9825025,98043,869.2216796875
1574442000.9826198,98045,1091.8057861328125
1574442000.9826784,98046,1049.114013671875
1574442000.982914,98050,968.190185546875
1574442025.8672433,99015,852.60009765625
1574442025.8674843,99019,1008.501708984375
1574442025.8688889,99042,803.3843383789062
1574442050.9730444,100002,1119.2120361328125
1574442050.9738674,100018,956.7264404296875
1574442050.9745243,100029,906.252685546875
1574442050.9745839,100030,955.9154663085938
1574442050.975534,100045,876.5217895507812
1574442050.9757426,100048,1259.874267578125
1574442075.7116237,101006,1173.0552978515625
1574442075.7116408,101007,888.02197265625
1574442075.7121017,101010,950.1791381835938
1574442075.713135,101027,865.421630859375
1574442075.7133768,101031,828.3021240234375
1574442075.714582,101051,953.300048828125
1574442100.2693365,102000,798.7437744140625
1574442100.2700698,102014,792.8391723632812
1574442100.2703714,102019,1107.6363525390625
1574442100.271222,102033,929.5787353515625
1574442100.271283,102034,873.27099609375
1574442100.2714043,102036,981.0659790039062
1574442100.2717292,102041,839.1754150390625
1574442124.8519528,103016,902.7494506835938
1574442124.8526585,103025,902.42431640625
1574442124.8531961,103032,768.7605590820312
1574442124.8534994,103036,757.3934936523438
1574442124.8539536,103042,1125.7952880859375
1574442124.8544064,103048,1008.7659912109375
1574442149.4921205,104000,782.289306640625
1574442149.4921756,104003,745.0552368164062
1574442149.4922109,104005,924.5552368164062
1574442149.4932814,104020,1023.7687377929688
1574442149.49388,104029,837.3050537109375
1574442149.4944668,104037,846.02294921875
1574442149.4951608,104047,983.916015625
1574442174.0724356,105001,882.53271484375
1574442174.0725255,105006,870.36962890625
1574442174.0726357,105008,942.4030151367188
1574442174.0728638,105011,789.4100341796875
1574442174.0735097,105020,860.3577270507812
1574442174.073633,105022,955.9375610351562
1574442174.0740075,105028,897.0321044921875
1574442174.0747404,105040,1251.029541015625
1574442174.075047,105045,868.7319946289062
1574442198.9679654,106002,676.5046997070312
1574442198.9686472,106012,775.07568359375
1574442198.968769,106014,860.306640625
1574442198.9696653,106029,1026.5635986328125
1574442198.9703257,106040,760.5369262695312
1574442198.9704454,106042,990.2635498046875
1574442198.9706829,106046,812.3584594726562
1574442223.7962706,107005,842.141357421875
1574442223.7966027,107008,917.1891479492188
1574442223.7987947,107042,789.6275634765625
1574442223.7992144,107049,866.5074462890625
1574442223.7993941,107052,883.322998046875
1574442248.2898262,108003,918.4830322265625
1574442248.2907078,108017,900.895751953125
1574442248.2913952,108028,893.7382202148438
1574442248.2918892,108035,1037.8514404296875
1574442248.292313,108042,823.3646850585938
1574442248.292954,108052,636.8693237304688
1574442273.3213358,109002,935.072509765625
1574442273.3214245,109007,850.7481079101562
1574442273.3220794,109012,866.3797607421875
1574442273.3225532,109018,881.0656127929688
1574442273.323494,109030,962.0103759765625
1574442273.323572,109031,965.0020141601562
1574442273.3249316,109048,811.35107421875
1574442273.3251638,109051,846.3216552734375
1574442298.6427376,110005,790.4173583984375
1574442298.6434562,110017,889.750244140625
1574442298.6444068,110032,906.9718017578125
1574442298.6445289,110034,816.2066040039062
1574442298.6449568,110041,1330.3692626953125
1574442298.6455672,110051,1074.8431396484375
1574442323.364106,111006,759.1414794921875
1574442323.36442,111008,923.98876953125
1574442323.364581,111010,813.4950561523438
1574442323.364768,111013,790.971435546875
1574442323.36489,111015,655.8169555664062
1574442323.3654366,111024,845.5878295898438
1574442323.3660376,111034,783.31884765625
1574442323.3660972,111035,836.95947265625
1574442323.366698,111045,1026.7503662109375
1574442323.366939,111049,1169.9625244140625
1574442323.3669991,111050,836.3167114257812
1574442348.5377996,112016,985.6852416992188
1574442348.538105,112021,989.1126098632812
1574442348.5382264,112023,676.04150390625
1574442348.538287,112024,933.858154296875
1574442348.5384681,112027,1108.5413818359375
1574442348.53901,112036,914.5012817382812
1574442374.5470412,113001,1086.3582763671875
1574442374.5482311,113021,1171.03369140625
1574442374.5485594,113026,882.427734375
1574442374.5488775,113030,871.5261840820312
1574442374.5491908,113035,759.60693359375
1574442374.5495484,113041,905.33544921875
1574442374.549608,113042,1004.9066772460938
1574442374.5496676,113043,1222.0758056640625
1574442374.5498455,113046,924.98193359375
1574442374.5500243,113049,690.5279541015625
1574442399.2292078,114010,942.1240844726562
1574442399.2296023,114015,854.9971313476562
1574442399.2298365,114018,807.7547607421875
1574442399.2311513,114035,793.6121826171875
1574442399.231228,114036,812.8546142578125
1574442399.231549,114040,778.0433349609375
1574442399.231954,114045,747.9291381835938
1574442399.2324946,114052,452.3070983886719
1574442424.1352658,115008,1018.92138671875
1574442424.135433,115010,829.620361328125
1574442424.1361146,115020,920.644775390625
1574442424.1365051,115026,968.4903564453125
1574442424.1366334,115028,1037.8636474609375
1574442424.137019,115034,766.3496704101562
1574442424.1371477,115036,678.6915283203125
1574442424.1372766,115038,954.1284790039062
1574442424.1380436,115050,811.9357299804688
1574442424.138172,115052,763.6029052734375
1574442448.7168353,116001,875.7001953125
1574442448.7173305,116009,1016.8972778320312
1574442448.7182448,116024,794.4080810546875
1574442448.7184827,116028,671.3085327148438
1574442448.7187808,116033,1502.0947265625
1574442448.7189593,116036,851.3904418945312
1574442448.719927,116052,597.87109375
1574442473.5883267,117009,919.2885131835938
1574442473.5883994,117010,885.6480712890625
1574442473.5885262,117012,768.4619750976562
1574442473.5889118,117018,877.3173217773438
1574442473.5889723,117019,856.5767211914062
1574442473.5892751,117024,1026.3240966796875
1574442473.589698,117031,797.13671875
1574442473.5900004,117036,1346.576171875
1574442473.5904222,117043,932.0841064453125
1574442473.590784,117049,902.872314453125
1574442498.46864,118009,896.9951171875
1574442498.4690762,118016,892.8187866210938
1574442498.4702308,118035,784.5947875976562
1574442523.448163,119002,1077.6826171875
1574442523.4482155,119005,1165.70654296875
1574442523.4486613,119009,786.7640380859375
1574442523.4487262,119010,910.7357788085938
1574442523.449152,119017,770.5503540039062
1574442523.4502363,119034,902.109375
1574442523.450913,119045,774.9135131835938
1574442548.5045786,120003,869.5615234375
1574442548.5048993,120010,963.7411499023438
1574442548.5052767,120016,1000.575927734375
1574442548.5067523,120040,783.1481323242188
1574442573.317877,121010,815.7506103515625
1574442573.31858,121019,889.6922607421875
1574442573.3197541,121034,858.6987915039062
1574442573.3198304,121035,974.0809936523438
1574442573.3203666,121042,818.164306640625
1574442573.320673,121046,910.4247436523438
1574442598.6829867,122006,820.19580078125
1574442598.6830044,122007,852.39501953125
1574442598.6839192,122017,949.940673828125
1574442598.6841598,122021,956.3152465820312
1574442598.6848793,122029,801.6957397460938
1574442598.684959,122030,939.3148193359375
1574442598.6852129,122034,990.2281494140625
1574442598.6857536,122043,957.49951171875
1574442598.6858132,122044,985.4429931640625
1574442623.8417687,123001,852.7440185546875
1574442623.8417866,123002,690.8031005859375
1574442623.841804,123003,1109.9736328125
1574442623.8423145,123011,763.58740234375
1574442623.8425615,123015,981.6441650390625
1574442623.8439531,123031,820.4381103515625
1574442623.8445148,123039,881.868408203125
1574442648.5834448,124002,742.2193603515625
1574442648.5835135,124006,977.13623046875
1574442648.5838327,124008,852.5240478515625
1574442648.583971,124009,1082.89404296875
1574442648.5841863,124012,825.0302124023438
1574442648.5847368,124021,1068.1688232421875
1574442648.5848236,124022,940.537841796875
1574442648.5854497,124031,880.6132202148438
1574442648.5856357,124034,1024.2999267578125
1574442648.5862641,124044,942.53662109375
1574442648.5865772,124049,1009.156005859375
1574442673.382413,125024,874.2767944335938
1574442673.382971,125032,932.0093383789062
1574442673.3835487,125041,755.6935424804688
1574442673.3837614,125043,1017.489013671875
1574442673.3842022,125047,835.7255249023438
1574442697.7382042,126000,841.2495727539062
1574442697.7382407,126002,901.45703125
1574442697.7382581,126003,929.9474487304688
1574442697.7389715,126010,1131.202392578125
1574442697.7391849,126013,946.743896484375
1574442697.7395134,126018,1225.3253173828125
1574442697.7397265,126021,992.111328125
1574442697.7398036,126022,1010.3641967773438
1574442697.7402663,126029,906.0216674804688
1574442697.7405224,126033,1044.802734375
1574442697.7407775,126037,824.0493774414062
1574442697.7414112,126047,923.8267211914062
1574442697.7414758,126048,943.2503051757812
1574442722.1720407,127007,932.867919921875
1574442722.1725714,127011,820.1603393554688
1574442722.1730132,127018,1355.9144287109375
1574442722.1732547,127022,691.076416015625
1574442722.174051,127033,877.712646484375
1574442722.1748703,127045,990.5648803710938
1574442746.4126027,128008,771.279052734375
1574442746.4139466,128029,999.0245361328125
1574442746.4141912,128033,1024.744384765625
1574442746.4151068,128048,911.7138061523438
1574442770.5669181,129000,918.107666015625
1574442770.5669723,129003,855.9549560546875
1574442770.5674736,129009,917.1018676757812
1574442770.5677464,129013,848.0641479492188
1574442770.5679839,129017,908.7774047851562
1574442770.568455,129025,808.7772827148438
1574442770.5688064,129031,977.619140625
1574442770.568865,129032,781.2172241210938
1574442770.5689235,129033,1038.2786865234375
1574442770.569905,129049,1038.779052734375
1574442795.123462,130003,1286.595458984375
1574442795.1234968,130005,952.7987060546875
1574442795.123875,130011,883.490478515625
1574442795.1243598,130019,1019.309326171875
1574442795.1245418,130022,884.9043579101562
1574442795.1248531,130026,851.44775390625
1574442795.124982,130028,925.78955078125
1574442795.125488,130036,923.8329467773438
1574442795.1259923,130044,928.6236572265625
1574442795.1261814,130047,919.337890625
1574442820.1633964,131008,936.6638793945312
1574442820.1637034,131012,773.1929321289062
1574442820.1642053,131020,1012.5626831054688
1574442820.1643908,131023,776.159912109375
1574442820.164762,131029,1119.8175048828125
1574442820.165809,131046,1048.4530029296875
1574442820.1658707,131047,795.8326416015625
1574442820.1659937,131049,944.3196411132812
1574442845.4034438,132014,934.7797241210938
1574442845.4037008,132018,1011.2067260742188
1574442845.4038801,132021,1035.2293701171875
1574442845.4047716,132036,842.7056274414062
1574442845.404949,132039,820.66552734375
1574442845.4051847,132043,866.4381713867188
1574442845.4055967,132050,930.8267211914062
1574442845.4057152,132052,973.9759521484375
1574442870.25097,133010,969.0269165039062
1574442870.2513425,133016,882.748046875
1574442870.2522247,133030,854.5347290039062
1574442870.2529342,133042,794.7608642578125
1574442870.2533505,133049,971.655517578125
1574442870.253527,133052,475.75689697265625
